type,type_title,type_flags,type_pro_training,name,distance,city,country,phone,state,street,zip,country_flag,email,logo_url,more_url,longitude,latitude,web_url,images
DC,,scubadiving,0,ISLA SUB VRSA,0,VILA REAL DE S ANTONIO,PT,00351 968385368 ,,Rua Dr Manuel de Arriaga 17 (sede social) Zona da Muralha - Avenida da Republica (centro),0,,islasubvrsa@gmail.com,,,-7.416837,37.195726,https://www.facebook.com/islasubvrsa/,[]
DC,,scubadiving freediving,0,AÇORDIVING / AZORDIVING,0,PONTA DELGADA,PT,00351 927382023 ,,"Av. Joáo Bosco Mota Amaral, Marina Pêro de Teive, Kiosk A Azores Islands - S. Miguel Island",0,,azoresdiving@gmail.com,,,-25.659867,37.740542,https://www.azoresdiving.com/,[]
DC,,scubadiving,0,ESPIRITO AZUL,0,S. Miguel,PT,00351 914898253 ,,Marina de Vila Franca do Campo ,0,,Info@espiritoazul.com,,,-25.429874,37.714769,https://www.espiritoazul.com/index.php?lang=EN,[]
DC,,scubadiving,0,CW AZORES,0,MADALENA,PT,00351 911133658 ,,Cais da Madalena (Pico),0,,dania.tesei@cwazores.com,,,-28.518509,38.529886,https://www.cwazores.com/,[]
DC,,scubadiving,0,COIMBRA DIVE CLUB,0,Coimbra,PT,00351 916428073 ,,"Rua Jaime Cortesão lote 73 1 Esq. Sede: Travessa da Caseira, 9 - Miro 3360-073 Friúmes",0,,coimbradiveclub@gmail.com,,,-8.437991,40.254982,http://www.coimbradiveclub.com/,[]
DC,,scubadiving,0,SUMMERBOARD,0,CANIÇAL,PT,00351 927151378 ,,Complexo Balnear do Caniçal - Rua da Banda do Silva 19,0,,info@summerboard.pt,,,-16.738745,32.736437,https://www.facebook.com/summerboarddivecentermadeira/,[]
DC,,dc scubadiving freediving horizon,0,WeDive,0,Lagos,PT,+351 916 959 233 ,,"Hotel Vila Gale, Rua Sophia de Mello Breyner Andresen",0,,info@wedive.pt,,,-8.66356,37.112783,https://www.wedive.pt/,[]
DC,,dc scubadiving,0,Cabo Verde Diving,0,Santa Maria - Ilha do Sal,CV,+238 9978824 ,,Edifício Atlantis restaurante - praia de Santa Maria,4111,,info@caboverdediving.net,,,-22.911934,16.596415,https://www.caboverdediving.net/en/,[]
DC,,dc scubadiving,0,Eco Dive School Cabo Verde,0,Santa Maria - Ilha do Sal,CV,+238 981 92 87 ,,"Praia Antonio Sousa, C.P. 182",4111,,info@ecodiveschool.com,,,-23.513327,14.93305,https://www.ecodiveschool.com/,[]
DC,,dc scubadiving,0,Atlantic Star Lda,0,Santa Maria - Ilha do Sal,CV,+238 242 19 65 ,,Praia de Santa Maria,4111,,sales@atlanticstar.cv,,,-22.917942,16.589331,https://www.facebook.com/AtlanticStarCaboVerde,[]
DC,,dc scubadiving,0,Scuba Caribe Ilha do Sal,0,Santa Maria - Ilha do Sal,CV,+238 242 10 02 ,,Hotel Riu,4111,,info@scubacaribe.com,,,-22.923063,16.595876,https://www.scubacaribe.com/,[]
DC,,dc scubadiving,0,Scuba Caribe Ilha da Boavista,0,Boavista Island,CV,+238 242 10 02 ,,Hotel Riu,5110,,info@scubacaribe.com,,,-22.904737,16.136817,https://www.scubacaribe.com/,[]
DC,,dc scubadiving,0,Dive Tribe Cabo Verde,0,Mindelo - Ilha de São Vicente,CV,+238 982 94 98 ,,Hotel Foya Branca e Marina na Avenida Marginal,2110,,saovicente@dive-tribe.com,,,-25.070879,16.830251,https://www.facebook.com/DiveTribeSaoVicente/,[]
DC,,dc scubadiving,0,Blue Eden Santo Antão,0,Cidade de Porto Novo - Ilha de Santo Antão,CV,+238 591 59 77 ,,Santo Antão ART Resort,1310,,info@blue-eden.com,,,-25.074676,17.017836,https://www.facebook.com/BlueEdenCaboVerde/,[]
DC,,scubadiving,0,Sentidos Beach Retreat,0,Inhambane,MZ,+258 84 322 7272 ,,Praia da Barra,0,,info@sentidosbeachretreat.com,,,35.518056,-23.793056,https://www.sentidosbeachretreat.com/,[]
DC,,scubadiving,0,Dive Tribe Sao Tome,0,Cidade de São Tome,ST,+239 9872560 ,,Hotel Pestana São Tomé,0,,saotome@dive-tribe.com,,,6.741171,0.33265,http://saotome.dive-tribe.com/,[]
DC,,scubadiving,0,Planet Scuba School Ltd,0,Harlow,GB,+44 1279 466011 ,,Unit 11 Harold Cl,0,,school@planetscuba.co.uk,,,0.066128,51.765324,http://www.planetscuba.co.uk/,[]
DC,,mares_lab scubadiving,0,Beyond One Bar,0,Leiston,GB,+44 7565 582104 ,,22a Sizewell Rd,0,,scuba@beyondonebar.com,,,1.578784,52.20616,https://www.beyondonebar.com/,[]
DC,,,0,Ocean Turtle Diving,0,Basingstoke,GB,+44 1256 819595 ,,"Hassocks Wood, 16 Stroudley Rd",0,,enquiries@oceanturtlediving.com,,,-1.06367,51.275096,https://www.oceanturtlediving.com/,[]
DC,,scubadiving,0,Eagle Divers NI,0,Antrim,GB,+44 7756 699880 ,,3 Lenagh Rd,0,,info@eaglediversni.com,,,-6.249298,54.765963,https://eaglediversni.com/,[]
DC,,scubadiving,0,Wright Diving,0,TD14 5PW,GB,+44 7802 864870 ,Scotland,"St Abbs Harbour, St Abbs",0,,danny@wrightdiving.com,,,-2.130249,55.899106,https://stabbscharters.com/,[]
DC,,scubadiving,0,Scuba Tech,0,Eastcote,GB,+44 330 555 0011 ,,2A Elm Ave,0,,info@scuba-tech.co.uk,,,-0.398721,51.577178,https://www.scuba-tech.co.uk/,[]
DC,,mares_lab scubadiving snorkeling,0,Duttons Divers - Vivian Dive Centre,0,Caernarfon,GB,+44 7375 113576 ,North Wales,"Parc Padarn Country Park, Maes Padarn",0,,duttonsdivers@gmail.com,,,-4.115267,53.120604,https://www.duttonsdivers.com/,[]
DC,,spearfishing,0,Spearfishing Store,0,Totnes,GB,07918 612 234 ,Devon,Jubilee Road,0,,sales@spearfishingstore.co.uk,,,-3.67357,50.433476,https://www.spearfishingstore.co.uk/,[]
DC,,mares_lab scubadiving horizon,0,Tecni Buceo,0,Las Palmas de Gran Canaria,ES,928 23 60 70 / 609 20 87 43 ,,"C/. Primavera, 44",35018,,info@tecnibuceo.com,,,-15.4623,28.090474,https://tecnibuceo.com/,[]
DC,,mares_lab,0,"Mares SSI Korea co., ltd.",0,13551,KR,82-2-588-0970 ,,"1, Soetgol-ro 17beon-gil, Bundang-gu, Seongnam-si, Gyeonggi-do",0,,mares@mares.co.kr,,,127.09651,37.363295,,[]
DC,,scubadiving,0,Go Dive,0,Spondon,GB,01332 665353 ,Derby,Nottingham Rd,0,,sales@godive.net,,,-1.402692,52.912433,https://www.godive.net/,[]
DC,,scubadiving,0,Noray Sport,0,Altea,ES,966 88 53 54 / 649 23 53 44 ,,"Conde Altea, 9",3590,,noraysports@gmail.com,,,-0.047475,38.600647,https://noray-sport.negocio.site/,[]
DC,,,0,P.T. AQUA TIKA IMPORT,0,Kota Manado,ID,+62 852 98170634 ,Sulawesi Utara,"Grand Kawanua City Walk Blok B01  Jalan Bawah, Kee Mapanget",95254,,info@akua-tika-import.com,,,124.900487,1.503692,http://www.akua-tika-import.com,[]
DC,,,0,MINEPRO S.A.S,0,Itagui,CO,573206808646,ANTIOQUIA,Calle 76 # 46-23,50024,,info@mineprotec.com,,,-75.592575,6.183316,,[]
DC,,mares_lab,0,JSP Divetech Service Menorca,0,Maó,ES,+34 639251235 ,Menorca - Baleares,Urb. Binidalí 64 (Cotxera),7712,,jordi.sola.pera@gmail.com,,,4.193584,39.836173,,[]
DC,,mares_lab scubadiving,0,Dr. SCUBA,0,Valencia,ES,+34 640 50 05 98 ,Valencia,"Av. de les Tres Creus, 69",46014,,info@drscuba.es,,,-0.40408,39.462072,https://drscuba.es/,[]
DC,,mares_lab scubadiving horizon,0,Nautilus,0,Barcelona,ES,+34 622 37 73 66 ,Barcelona,"Carrer de l'Àliga, 43",8014,,info@nautilusdivecenter.cat,,,2.143324,41.37493,https://nautilusdivecenter.cat/,[]
DC,,scubadiving,0,Dive Newcastle,0,Swansea,AU,+61 2 4972 0940 ,NSW,2/2 Belmont Street,2281,,info@divenewcastle.com.au,,,151.638753,-33.086369,https://www.divenewcastle.com.au/,[]
DC,,dc,0,BLEUMARINE,0,PORTO OTA,FR,06 21 04 98 30 ,CORSICA,LE PORT,20150,,bleumarineplongee@gmail.com,,,8.693721,42.266124,http://www.bleumarineplongee.com,[]
DC,,dc,0,BONIFACIO PLONGEE,0,BONIFACIO,FR,04 20 04 73 27 ,CORSICA,"Lieu dit Sennola, Avenue Sylver Bohn",20169,,bonifacio.plongee@gmail.com,,,9.16538,41.390363,http://www.bonifacioplongee.corsica,[]
DC,,dc horizon,0,Maeva Plongée,0,PORTICCIO,FR,04 95 250 240 ,CORSICA,"Bd Marie-Jeanne Bozzi, D55",20166,,maeva.plongee@gmail.com,,,8.803314,41.887335,http://www.maeva-plongee.com,[]
DC,,dc,0,FLUID SARL MOSS,0,PUNAAUIA,PF,(689)854146 ,,BP 2006,98703,,info@fluidtahiti.com,,,-149.612399,-17.593665,https://www.fluid-tahiti.com/fr/,[]
DC,,dc,0,Tahiti Dive Management,0,Tahiti,PF,+689 873 266 80 ,,Marina Taina Punaauia,98700,,tdm.dive@gmail.com,,,-149.615841,-17.58566,https://www.tahiti-dive-management.com/fr/,[]
DC,,dc,0,Tahiti Shark Expeditions,0,Moorea,PF,(+689) 87 70 73 76 ,,Moorea-Maiao,98729,,tahitisharkexpeditions@gmail.com,,,-149.812441,-17.544904,https://tahitisharkexpeditions.com,[]
DC,,dc,0,Tieti Diving Eurl,0,POINDIMIE,NC,+687 42 42 05 ,,BP 248 ENCEINTE HOTEL TIETI,98822,,laurentcagnard@gmail.com,,,165.320235,-20.929488,https://tieti-diving.com/fr/,[]
DC,,dc,0,TREK DIVERS LTD,0,LA DIGUE,SC,(00248) 2523585 / (00248) 2574804 ,,LA PASSE,0,,conde.christophe@gmail.com,,,55.832899,-4.347836,https://www.trekdivers.com/,[]
DC,,dc,0,DIVING WORLD,0,Grand Baie,MU,00230 20 91 100 ,,Route Royale,0,,bookings@diving-mauritius.com,,,57.548141,-20.032105,https://www.diving-mauritius.com/,[]
DC,,dc,0,SARL PLANETE MAYOTTE - JOLLY ROGER 972,0,BANDRELE,YT,639012091,,BASE NAUTIQUE DE L'HOTEL SAKOULI,97660,,jollyrogersakouli@gmail.com,,,45.210811,-12.890691,https://planetemayotte.com/,[]
DC,,dc,0,Scuba Nosy BE,0,NOSY BE,MG,03 20 79 61 58 ,,AMBONDRONA NOSY BE,207,,erwan.boulvais@yahoo.fr,,,48.195209,-13.377531,https://scubanosybe.com/,[]
DC,,dc,0,SCUBA ZEN,0,CUL-DE-SAC,MF,00 590 (0)690 72 87 50 ,,Anse Marcel Marina Résidence les Accacias,97150,,contact@scubazensxm.com,,,-63.037891,18.113336,https://www.scubazensxm.com/,[]
DC,,dc,0,BLUE ODYSSEY DIVING,0,MARIGOT,MF,00 590 (0)690 64 35 87 ,,Hotel Mercure - Baie Nettlé,97150,,contact@blue-odyssey-diving.com,,,-63.113399,18.061837,http://www.blue-odyssey-diving.com/,[]
DC,,dc,0,KALINAGO ,0,SAINTE ANNE,MQ,00 596 (0) 696 73 77 76 ,,Plage de la Pointe Marin,97227,,kalinago2@wanadoo.fr,,,-60.882041,14.444424,,[]
DC,,dc,0,NATIYABEL PLONGEE,0,SAINTE ANNE,MQ,+596 696 36 63 01 ,,Rue du Capitaine Constant - Port de Pêche,97227,,alex.natiyabel@gmail.com,,,-60.883455,14.433572,https://natiyabel.com/,[]
DC,,dc,0,BUBBLE DIVE,0,LES ANSES D'ARLET,MQ,06 96 53 51 52 ,,Rue des Cocotiers - Grande Anse,97217,,bubbledivemartinique@gmail.com,,,-61.082629,14.4991,https://www.bubbledive.fr/bienvenue-chez-bubble-dive,[]
DC,,dc,0,NOA PLONGEE CLUB NAUTIC ANSE DES ROCHERS,0,St FRANCOIS,GP,00 590 (0) 690 96 85 51 ,,Avenue de l'Europe - route du Lagon,97118,,noaplongee@gmail.com,,,-61.26602,16.252664,,[]
DC,,dc,0,INFINI PLONGEE,0,GOURBEYRE,GP,00 590 (0) 690 94 89 53 ,,Marina Rivière Sens,97113,,infiniplongee@gmail.com,,,-61.716276,15.98352,https://www.infiniplongee.com/index.html,[]
DC,,dc,0,CALYPSO,0,DESHAIS,GP,00 590 (0) 690 67 01 69 ,,Boulevard des Poissonniers,97126,,glplongee971@gmail.com,,,-61.794666,16.306395,https://www.glplongee.fr/,[]
DC,,dc,0,ANSE CARAIBES PLONGEE,0,BOINTE NOIR,GP,00 590 (0) 690 64 04 34 ,,142 Plage Caraïbes,97116,,jazz971@orange.fr,,,-61.781877,16.212916,http://www.plongee-guadeloupe-reserve-cousteau.fr/,[]
DC,,dc,0,SUBVISION PLONGEE,0,VALLAURIS,FR,04 93 63 00 04 ,,QUAI ST PIERRE,6220,,contact@subvision-plongee.com,,,7.012337,43.549541,https://subvision-plongee.com/,[]
DC,,dc,0,CENTRE INTERNATIONAL DE PLONGEE  DU LAVANDOU,0,LE LAVANDOU,FR,06 22 80 04 05 ,,QUAI BAPTISTE PIN,83980,,info@cip-lavandou.fr,,,6.372941,43.138179,http://www.ciplavandou.com/,[]
DC,,dc,0,CHANGO DIVING,0,VILLEFRANCHE SUR MER,FR,06 48 91 64 72 ,,BATIMENT B CHE DU LAZARET,6230,,marick@changodiving.com,,,7.306956,43.695097,http://www.changodiving.com/,[]
DC,,dc,0,CASSIS CALANQUES PLONGEE,0,CASSIS,FR,06 71 52 60 20 ,,3 RUE MICHEL ARNAUD,13260,,contact@cassis-calanques-plongee.com,,,5.537887,43.214676,http://www.cassis-calanques-plongee.com/,[]
DC,,dc,0,GITE DE PLONGEE DU GAPEAU,0,HYERES,FR,04 94 00 47 30 ,,16 TRAVERSE DU GAPEAU,83400,,contact@gite-de-plongee-du-gapeau.com,,,6.191601,43.111274,http://www.gite-de-plongee-du-gapeau.com/,[]
DC,,dc,0,Nautilus Plongée,0,Dinard,FR,06 85 31 39 12 ,,13 avenue Paul Thorel,35800,,nautilus-dive-center@orange.fr,,,-2.061201,48.639085,https://www.nautilus-dive-center.com/,[]
DC,,dc,0,Arimair,0,Plougastel,FR, 02 56 02 73 66 ,,"400, rue Alain Colas",29470,,plongee@arimair.fr,,,-4.35435,48.38378,https://www.arimair.fr/ecole-de-plongee-xsl-259.html,[]
DC,,mares_lab scubadiving xr snorkeling,0,Wanderlust Dive Center,0,Emmen,NL,+31(0)6 – 190 92 964 ,,Oude Roswinkelerweg 10,0,,info@wanderlustdivecenter.com,,,6.902887,52.794876,https://www.wanderlustdivecenter.nl/,[]
DC,,scubadiving,0,SCUBA COURSES,0,Stirling,AU,+61 407 580 580 ,SA,1/87 Mount Barker Road,5012,,simon@scubacourses.com.au,,,138.716595,-35.002788,http://scubacourses.com.au/,[]
DC,,scubadiving horizon,0,DIVING WORLD SAN MARINO,0,SERRAVALLE/SAN MARINO,SM,+39 335 640 0338 ,,VIA M. MORETTI 23,47899,,info@divingworldsanmarino.com,,,12.483742,43.971509,https://www.divingworldsanmarino.com,[]
DC,,mares_lab dc scubadiving xr freediving snorkeling,0,HISPANIA,0,Puerto de Mazarron,ES,968153828,Murcia,Paseo de la Sal S/N,30860,,info@buceohispania.com,,,-1.258402,37.563908,https://buceohispania.com,[]
DC,,scubadiving,0,FORES SKOPJE,0,SKOPJE,MK,+ 389 70 341 203 ,,Pandil Shishkov br.24/1-1.3 ,0,,foresmk@hotmail.com,,,21.453415,41.984054,http://www.fores.mk,[]
DC,,scubadiving,0,Dive Zone Ltd,0,Ruse,BG,+359 889 973 335 ,,Petko D. Petkov N4 Str,0,,iko@oceanic.cc,,,25.956845,43.849897,http://www.dive-zone.eu,[]
DC,,scubadiving,0,Sport Depot SA,0,Sofia,BG,+359 24016528 ,,VASIL RADOSLAVOV STR 6 MLADOST 4,0,,eshop@sportdepot.bg,,,23.380789,42.624889,http://www.sportdepot.bg,[]
DC,,scubadiving,0,BALKAN SPORT  Shpk,0,Tirana,AL,+355 5674098840 ,,"Rruga Gjergj Legisi, Laprak ish NUB",0,,info@balkansport.al,,,19.785292,41.343135,http://www.balkansport.al,[]
DC,,scubadiving,0,SPORT DEPOT DOO,0,Belgrade,RS,+381(11)2618577 ,,KARADJORDJEV TRG 3-5,0,,eshop@sportdepot.rs,,,20.416494,44.838261,http://WWW.SPORTDEPOT.RS,[]
DC,,mares_lab scubadiving,0,ACQUAZZURRA,0,ROMA,IT,+39 06 7696 1193 ,RM,"Via Tuscolana, 626/A-630",181,,info@acquazzurra.it,,,12.538816,41.868406,http://www.acquazzurra.it,[]
DC,,mares_lab scubadiving,0,BLUE MARLIN SPORT,0,OSTIA LIDO,IT,+39  560 302 93 / +39 339 66 44 286 ,RM,"L.RE  DUCA DEGLI ABRUZZI , 84 - Negozio 851",121,,sabrina@bluemarlinsport.it,,,12.247407,41.738555,http://www.bluemarlinsport.it,[]
DC,,mares_lab scubadiving,0,CACCIA E PESCA Di Collaveri e Bruni,0,LIVORNO,IT,+39 0586 888176 ,LI,"Via Delle Lastre, 32",57122,,cacciaepesca@interfree.it,,,10.313412,43.556098,,[]
DC,,mares_lab scubadiving,0,New Centro Sub Castelli,0,Genzano,IT,+39 06 939 1355 ,RM,"Via Matteotti, 42-44",45,,centrosubcastelli@tiscali.it,,,12.693366,41.704626,https://www.newcentrosubcastelli.it/,[]
DC,,mares_lab scubadiving,0,CORDERIA NAZIONALE,0,GENOVA,IT,+39 010 246 5929 / +39 010 246 5964 / +39 333 605 0190 ,GE,"VIA GRAMSCI, 53/R",16100,,info@corderianazionale.it,,,8.927407,44.412581,http://www.corderianazionale.it/,[]
DC,,mares_lab scubadiving,0,EUROSUB,0,PORTICI,IT,+39 081  607 0621 ,NA,"CORSO GARIBALDI, 354",80055,,info@eurosub.net,,,14.323417,40.822654,http://www.eurosub.net,[]
DC,,mares_lab scubadiving,0,FOTO SHARK DI LUCIANO DI LUPO,0,CASCINA,IT,+39 050 744363 ,PI,VIA NAZARIO SAURO 109,56021,,info@fotoshark.it,,,10.541346,43.668343,http://www.fotoshark.it,[]
DC,,mares_lab scubadiving horizon,0,Genchi Extreme Shop,0,Palermo,IT,+39 091 583209 ,PA,"Via Cavour, 28",90133,,info@genchiextreme.com,,,13.360583,38.121828,http://www.genchiextreme.com,[]
DC,,mares_lab scubadiving horizon,0,MAREBLU' SPINA GRAZIA & C.SAS,0,ACIREALE,IT,+39 095 605165 ,CT,"VIA VITTORIO EMANUELE II, 83",95024,,acquisti@mare-blu.com,,,15.166406,37.60821,https://www.mareblupescasub.com,[]
DC,,mares_lab scubadiving,0,Massarella Alfredo,0,Fondi,IT,+39 0771 599329 ,LT,Via S.Anastasia 94,4022,,alfredomassarella@gmail.com,,,13.345702,41.29431,,[]
DC,,mares_lab scubadiving,0,MORI MARE srl,0,TERRACINA,IT,+39 0773 727254 ,LT,"VIA CRISTOFORO COLOMBO, 14",4019,,info@morimare.it,,,13.253203,41.285879,https://www.morimare.it/,[]
DC,,mares_lab scubadiving,0,Mr. Marlin,0,ERICE,IT,+39 0923 560889 ,TP,Via Madonna di Fatima 242,91016,,mistermarlin@live.it,,,12.543455,38.040772,http://www.mistermarlin.it/,[]
DC,,mares_lab scubadiving,0,PUFFO SPORT,0,GENOVA,IT,+39 010 372 7289 ,GE,"Via Oberdan Guglielmo, 126/R",16167,,info@puffosport.it,,,9.034936,44.384756,http://www.puffosport.it,[]
DC,,mares_lab scubadiving,0,SARTI SPORT S.r.l.,0,Casalecchio Di Reno,IT,+39 051  576069 ,BO,"Piazza Kennedy, 1",40033,,info@sartisport.org,,,11.282225,44.476357,https://www.sartisport.org/,[]
DC,,mares_lab scubadiving,0,SCUBA TIME Articoli Sportivi,0,ALESSANDRIA,IT,+39 0131 41622 / +39 348 265 6057 ,AL,Via Doninzetti 6,15121,,scubatimesnc@tiscali.it,,,8.618438,44.919825,https://www.facebook.com/ScubaTimeAlessandria/,[]
DC,,mares_lab scubadiving,0,Sport Time,0,Sassuolo,IT,+39 0536 800596 ,MO,VIALE SAN GIORGIO 32,41049,,info@sporttime.it,,,10.782406,44.543212,,[]
DC,,mares_lab scubadiving,0,TALASSA SPORT Srl,0,ROMA,IT,+39 06 439 6631 ,RM,"Via Vincenzo Morello, 21/23",157,,info@talassa.it,,,12.539583,41.909231,https://talassadiving.com/,[]
DC,,scubadiving,0,ABISSI,0,TORINO,IT,+39 011 287 6455 ,TO,P.ZZA AUGUSTO ROSTAGNI 3/A,10154,,info@abissisrl.it,,,7.703544,45.090361,https://www.abissisrl.it/,[]
DC,,scubadiving,0,Abissi SNC,0,Savona,IT,+ 39 019 884 511 ,SV,CORSO VITTORIO VENETO  2 / AR,17100,,info@abissistore.com,,,8.476494,44.301511,http://www.abissistore.com/,[]
DC,,scubadiving,0,ACQUASPORT DI MAZZI STEFANO,0,GROSSETO,IT,+39 0564 27449 ,GR,VIA DEI BARBERI 108,58100,,info@acquasport.com,,,11.121488,42.750216,https://www.acquasport.com/,[]
DC,,mares_lab scubadiving,0,ACQUASPORT ROTA E.& C.SAS,0,Lecco,IT,+39 0341 285918 ,LC,VIA RISORGIMENTO 46,23900,,info@acquasport.store,,,9.409911,45.849183,https://acquasport.store/,[]
DC,,mares_lab scubadiving,0,Alunni del Mare,0,Casarano,IT,+39 0833 512932 ,LE,"Via Matino, 77",73042,,info@alunnidelmare.it,,,18.157165,40.014258,http://www.alunnidelmare.it,[]
DC,,scubadiving,0,BARI SUB S.n.c.,0,Torino,IT,+39 011 318 1581 ,TO,"Via Filadelfia, 49/BIS",10134,,info@barisub.com,,,7.655523,45.038254,http://www.barisub.com/,[]
DC,,scubadiving,0,BIGNAMI SUB,0,TRIESTE,IT,+39 040 300698 ,TS,Piazza della Libertà 6,34132,,info@bignamisub.com,,,13.773274,45.657098,http://www.bignamisub.com,[]
DC,,scubadiving,0,BONIFAZI CENTER SHOP,0,MARCELLI DI NUMANA,IT,+39 071  739 0516 / +39 329 801 7012 ,AN,"Via Litoranea, 184",60026,,info@bonifazicentershop.com,,,13.629684,43.490042,https://www.bonifazicentershop.com/,[]
DC,,scubadiving,0,Da Franco Snc Di Azie D. & G. Vendita Al Minuto Accessori Per Nautica,0,PIOMBINO,IT,+39 0565 224946 ,LI,"Viale Regina Margherita, 50",57025,,info@da-franco.it,,,10.533955,42.924427,,[]
DC,,scubadiving,0,Nordè Dive Shop,0,CONEGLIANO,IT,+39 0438 32571 ,TV,"VIA XXIV MAGGIO, 44",31015,,info@norde.it,,,12.312052,45.892202,http://www.norde.it,[]
DC,,scubadiving,0,DECOSTOP Di Botti Riccardo,0,Piacenza,IT,+39 0523 609692 ,PC,"Via Leonardo Da Vinci, 67",29122,,info@decostop.it,,,9.697635,45.039235,http://www.decostop.it,[]
DC,,scubadiving,0,DURANTE CACCIAPESCA,0,TREPUZZI,IT,+39 0832 757703 ,LE,VIA CAMPI 6,73019,,durantesub@libero.it,,,18.071687,40.403814,,[]
DC,,scubadiving,0,ELIOS SUB,0,CATTOLICA,IT,+39 0541 963831 ,RN,"VIA CARLO CATTANEO, 5",47841,,info@eliossub.com,,,12.742905,43.962745,https://www.eliossub.com/,[]
DC,,scubadiving,0,FISHING TIME SHOP,0,ORISTANO,IT,+39 0783 303455 / +39 333 290 9248 ,OR,"Viale Indipendenza, 38",9170,,info@fishingtimeshop.com,,,8.597597,39.897931,https://fishingtimeshop.com/,[]
DC,,mares_lab scubadiving,0,LANDISPORT S.R.L.,0,BERGAMO,IT,+39 035 249041 ,BG,"VIA XX SETTEMBRE, 10",24122,,info@landisport.it,,,9.667828,45.693974,https://landisport.com/it/,[]
DC,,mares_lab scubadiving,0,Lorenzo Sub,0,AMEGLIA,IT,+39 0187 64011 ,SP,"VIA DEL PILOTA, 11",19031,,lorenzosub@lorenzosub.com,,,9.985525,44.052852,http://www.lorenzosub.com/,[]
DC,,scubadiving,0,MAREMANIA,0,NOVATE MILANESE,IT,+39 02 354 8697 / +39 347 1513921 ,MI,"Via Bovisasca, 32",20026,,info@maremania.info,,,9.149354,45.524122,https://www.maremania.it/,[]
DC,,scubadiving,0,Maresport,0,RAPALLO,IT,+39 0185 274020 ,GE,"Corso Italia, 15",16035,,maresport@difraia.it,,,9.230403,44.350135,https://maresport-srl.business.site/,[]
DC,,scubadiving,0,MARINA DIVING CENTER,0,Loano,IT,+39 335 661 1106 ,SV,Via Madonna di Loreto 2/4,17025,,marinadiving@marinadiving.com,,,8.263343,44.133536,http://www.marinadiving.it/,[]
DC,,mares_lab scubadiving,0,MASSYSUB,0,PISA,IT,+39 050 503323 ,PI,"VIA D.BALDUCCIO,20",56122,,info@massysub.it,,,10.387987,43.709888,http://www.massysub.it/,[]
DC,,mares_lab scubadiving,0,MAXI SPORT MERATE,0,CERNUSCO LOMBARDONE,IT,+39 02 99775540 ,CO,"Via Spluga, 77",23870,,maxisport@maxisport.com,,,9.402381,45.690971,http://www.maxisport.com/,[]
DC,,mares_lab scubadiving,0,MAZZOTTA MARE,0,LECCE,IT,+39 0832 398501 ,LE,"Via Di Pettorano, 32",73100,,mazzottamare@libero.it,,,18.176397,40.361755,https://www.facebook.com/Mazzotta-Mare-Lecce-199263343830578/,[]
DC,,mares_lab scubadiving horizon,0,NAUTICA MARE,0,CALDIERO,IT,+39 045 76 50 168 ,VR,"Via Verona, 15",37042,,info@nauticamare.it,,,11.151431,45.417904,http://www.nauticamare.it,[]
DC,,scubadiving,0,MEDITERRANEO SPORT,0,OLBIA,IT,+39 0789 27692 ,SS,Via G. D'Annunzio 15,7026,,info@mediterraneosport.it,,,9.5017,40.92873,https://www.mediterraneosport.it/,[]
DC,,mares_lab scubadiving,0,NAUTICA SPORT,0,PORTOFERRAIO,IT,+39 0565 915241 ,LI,CALATA ITALIA 3/4,57037,,nauticasport82@gmail.com,,,10.323903,42.814149,,[]
DC,,scubadiving,0,Nautica Treviso,0,Treviso,IT,+39 0422 545391 ,TV,"Via Noalese, 9,",31100,,info@nauticatreviso.com,,,12.207511,45.65447,http://www.nauticatreviso.it/,[]
DC,,scubadiving,0,NENCINI SPORT,0,CALENZANO,IT,+39 055 882 6000 ,FI,"Via Salvanti, 47/49",50041,,info@nencinisport.it,,,11.168968,43.853581,https://www.nencinisport.it/,[]
DC,,mares_lab scubadiving,0,OLGA SPORT,0,CATANIA,IT,+39 095 377069 ,CT,"Piazza S.M Della Guardia, 22",95127,,info@olgasportsub.it,,,15.10534,37.519307,https://olgasportsub.it/,[]
DC,,scubadiving,0,PELLICANO SPORT Snc,0,BORGOMANERO,IT,+39 0322 842303 ,NO,"VIA GRAMSCI, 24",28021,,info@pellicanosport.it,,,8.466093,45.698127,http://www.pellicanosport.it/,[]
DC,,scubadiving,0,PROFONDO BLU,0,GENOLA,IT,+39 0172 68844 / +39 0171691626 / +39 3472367561  / +39 3355462741 ,CN,"Via Monte Bianco, 11",12040,,info@profondoblu.biz,,,7.657518,44.59784,http://www.profondoblu.biz/,[]
DC,,scubadiving,0,R. SUB TACCHI RICCARDO,0,MONTECATINI TERME,IT,+39 0572 78729 ,PT,"Via Daniele Manin, 19",51016,,info@r-sub.com,,,10.769168,43.881853,,[]
DC,,scubadiving,0,SAMPEY,0,CIVITAVECCHIA,IT,+39 331 347 9408 ,RM,"Viale Giuseppe Garibaldi , 15",53,,info@sampey.it,,,11.792352,42.090117,http://www.sampey.it,[]
DC,,scubadiving,0,SPORT LIFE,0,MODENA,IT,+39 059 341955 ,MO,"Via Giardini, 264",41124,,mara@sportlifemo.it,,,10.911364,44.640866,https://www.facebook.com/sportlifemo,[]
