name,country,region,latitude,longitude,timezone,saved,id
name,country,region,latitude,longitude,timezone,saved,id
name,country,region,latitude,longitude,timezone,saved,id
name,country,region,latitude,longitude,timezone,saved,id
name,country,region,latitude,longitude,timezone,saved,id
name,country,region,latitude,longitude,timezone,saved,id
Pregny,Switzerland,Geneva,46.2352628,6.139212,Europe/Paris,true,4260
Mérida,Mexico,Yucatán,20.9670759,-89.6237402,America/Merida,true,4261
Banjole,Croatia,Istria County,44.8248515,13.8684859,Europe/Zagreb,true,4262
Central Vallarta,Mexico,Quintana Roo,20.8625064,-87.0469561,America/Cancun,true,4263
Suva,Fiji,Central,-18.1415884,178.4421662,Pacific/Fiji,true,4264
Ulsan,South Korea,44691,35.5391697,129.3119136,Asia/Seoul,true,4265
Algarrobo,Chile,Valparaiso Region,-33.369172,-71.6680533,America/Santiago,true,4266
Grande Case Noyale,Mauritius,Black River,-20.415844,57.3673483,Indian/Mauritius,true,4267
Maʻalaea,United States,Hawaii,20.801301799999997,-156.49058596919318,Pacific/Honolulu,true,4268
Catarman,Philippines,Cebu,10.386612,124.0109551,Asia/Manila,true,4269
Bunutan,Indonesia,Bali,-8.3456664,115.6742811,Asia/Makassar,true,4270
,Kenya,Isiolo,1.4419683,38.4313975,Africa/Nairobi,false
Bonito,Brazil,Mato Grosso do Sul,-21.1264766,-56.4902208,America/Campo_Grande,true,4271
Sulzano,Italy,Lombardy,45.690385,10.100963,Europe/Rome,true,4272
,Namibia,Hardap,-24.4140944,17.4134051,Africa/Windhoek,false
Manavgat,Turkey,Mediterranean Region,36.7870124,31.4406667,Europe/Istanbul,true,4273
Olching,Germany,Bavaria,48.2036863,11.3311557,Europe/Berlin,true,4274
Pineville,United States,Minnesota,47.5363167,-92.2948603,America/Chicago,true,4275
Aurora,United States,Minnesota,47.5298533,-92.2367644,America/Chicago,true,4276
Playa Bosh,Mexico,Quintana Roo,20.2925,-86.9583333,America/Cancun,true,4277
Vieux-Habitants,France,Guadeloupe,16.0593271,-61.7636981,America/Guadeloupe,true,4278
Tempesta,Italy,Trentino-Alto Adige/Südtirol,45.8386781,10.8599908,Europe/Rome,true,4279
A Graña,Spain,Galicia,43.259772299999995,-8.898521591205927,Europe/Madrid,true,4280
Ranco,Italy,Lombardy,45.7975913,8.5711349,Europe/Rome,true,4281
Peschiera Borromeo,Italy,Lombardy,45.4318465,9.311479,Europe/Rome,true,4282
Biel/Bienne,Switzerland,Bern,47.1402077,7.2439029,Europe/Zurich,true,4283
Ruhlsdorf,Germany,Brandenburg,52.825973,13.5606028,Europe/Berlin,true,4284
Lugano,Switzerland,Ticino,46.0050102,8.9520281,Europe/Rome,true,4285
Kubutambahan,Indonesia,Bali,-8.0764654,115.2097341,Asia/Makassar,true,4286
Townsville,Australia,Queensland,-19.2569391,146.8239537,Australia/Brisbane,true,4287
San José del Valle,Mexico,Jalisco,20.5802178,-103.3352153,America/Mexico_City,true,4288
Toledo,United States,Texas,31.1743546,-93.5612853,America/Chicago,true,4289
Town of Ontario,United States,New York,43.2208968,-77.2830421,America/New_York,true,4290
Kampung Baru,Indonesia,Moluccas,-4.5287122,129.9022139,Asia/Jayapura,true,4291
Chmielno,Poland,Pomeranian Voivodeship,54.3284627,18.1014851,Europe/Warsaw,true,4292
Campina Grande do Sul,Brazil,Paraná,-25.3046032,-49.0545355,America/Sao_Paulo,true,4293
Rastatt,Germany,Baden-Württemberg,48.8574209,8.2088088,Europe/Berlin,true,4294
Goldach,Switzerland,St. Gallen,47.4774158,9.4693311,Europe/Zurich,true,4295
Verkhnya Balkariya,Russia,Kabardino-Balkaria,43.1252925,43.4578875,Europe/Moscow,true,4296
Sopot,Poland,Pomeranian Voivodeship,54.4430399,18.561309520130756,Europe/Warsaw,true,4297
Lidingö,Sweden,Stockholm County,59.3669445,18.1820897,Europe/Stockholm,true,4298
Vevey,Switzerland,Vaud,46.4602978,6.8418655,Europe/Zurich,true,4299
La Morella,Argentina,Río Negro Province,-40.8577551,-65.1295117,America/Argentina/Salta,true,4300
Feriolo,Italy,Piedmont,45.93009,8.4801339,Europe/Rome,true,4301
Sharm,United Arab Emirates,Fujairah Emirate,25.4708639,56.34716,Asia/Muscat,true,4302
Salinitas,El Salvador,Departamento de Sonsonate,13.5403832,-89.8219747,America/El_Salvador,true,4303
Ped,Indonesia,Bali,-8.6905259,115.5185026,Asia/Makassar,true,4304
Küsnacht (ZH),Switzerland,Zurich,47.3176276,8.5830859,Europe/Zurich,true,4305
Situbondo,Indonesia,East Java,-7.7067843,114.0054142,Asia/Jakarta,true,4306
Meyzieu,France,Auvergne-Rhône-Alpes,45.7764637,5.0044767,Europe/Paris,true,4307
Albert Luthuli Local Municipality,South Africa,Mpumalanga,-26.10851055,30.42901304261865,Africa/Johannesburg,true,4308
Duluth,United States,Minnesota,46.7729322,-92.1251218,America/Chicago,true,4309
,Tanzania,Zanzibar North,-5.9347636,39.2842761,Africa/Dar_es_Salaam,false
Gibsonburg,United States,Ohio,41.384702,-83.3199072,America/New_York,true,4310
Brolo,Italy,Piedmont,45.8580254,8.3852365,Europe/Rome,true,4311
Macari,Italy,Sicily,38.1317231,12.739037,Europe/Rome,true,4312
Bosco di Nanto,Italy,Veneto,45.4125201,11.6158378,Europe/Rome,true,4313
Cypress,United States,Texas,29.9691116,-95.6971686,America/Chicago,true,4314
Ensenada,Mexico,Baja California,31.8658887,-116.602983,America/Tijuana,true,4315
Wauchope,Australia,New South Wales,-31.4557879,152.734664,Australia/Sydney,true,4316
Twin Lakes,United States,Colorado,39.8231696,-104.9993130450566,America/Denver,true,4317
,Brazil,Alagoas,-9.6611661,-36.6502426,America/Maceio,false
Motutere,New Zealand,Waikato,-39.1856936,175.9017422,Pacific/Auckland,true,4318
Sint Philipsland,Netherlands,Zeeland,51.6169203,4.1663627,Europe/Amsterdam,true,4319
Thap Lamu,Thailand,Phang-nga Province,8.5689479,98.2269523,Asia/Bangkok,true,4320
West Grand Bahama,,,26.744,-78.87886908072466,America/Nassau,false
Calonge i Sant Antoni,Spain,Catalonia,41.8621762,3.066082472268807,Europe/Madrid,true,4321
Ciudad de Armería,Mexico,Colima,18.93869,-103.966116,America/Mexico_City,true,4322
Gulfport,United States,Mississippi,30.3674198,-89.0928155,America/Chicago,true,4323
Sálvora,Spain,Galicia,42.4766373,-9.0101612,Europe/Madrid,true,4324
Town of Grand Island,United States,New York,43.0183219,-78.9636394,America/New_York,true,4325
Alaska,Zimbabwe,Mashonaland West Province,-17.3760753,30.0769991,Africa/Harare,true,4326
North Abaco,,,26.93839435,-77.68382209594239,America/Nassau,false
Hammarland,Finland,Åland Islands,60.2196758,19.7378481,Europe/Mariehamn,true,4327
Al Lith,Saudi Arabia,Makkah Region,20.1451486,40.2701391,Asia/Riyadh,true,4328
Bay Point,United States,Florida,24.6268111,-81.5923088,America/New_York,true,4329
Thunder Bay,Canada,Ontario,49.809661,-88.4811791,America/Toronto,true,4330
Bagheria,Italy,Sicily,38.079351,13.509349,Europe/Rome,true,4331
Dorset,United States,Vermont,43.254874,-73.0989385,America/New_York,true,4332
Panama City,United States,Florida,30.1586518,-85.6602936,America/Chicago,true,4333
Meisterschwanden,Switzerland,Aargau,47.2949842,8.2277227,Europe/Zurich,true,4334
Ilexhurst,United States,Florida,27.4905937,-82.7073218,America/New_York,true,4335
Gaviota,United States,California,34.4716558,-120.2148716,America/Los_Angeles,true,4336
Springfield,United States,Missouri,37.2081729,-93.2922715,America/Chicago,true,4337
Henderson,United States,Nevada,36.0301134,-114.9826194,America/Los_Angeles,true,4338
Výkleky,Czechia,Central Moravia,49.5548991,17.4756201,Europe/Prague,true,4339
Idaho Falls,United States,Idaho,43.4887907,-112.03628,America/Boise,true,4340
Gasselte,Netherlands,Drenthe,52.971916,6.7921853,Europe/Amsterdam,true,4341
دهستان هرمز,Iran,Hormozgan Province,26.8441861,56.54740080563387,Asia/Tehran,true,4342
Osio Sotto,Italy,Lombardy,45.616078,9.589053,Europe/Rome,true,4343
Karlskrona,Sweden,Blekinge County,56.1621073,15.5866422,Europe/Stockholm,true,4344
Media Cuesta,Guatemala,Santa Rosa,14.4401038,-90.1160967,America/Guatemala,true,4345
Savantwada,India,Goa,15.0086225,74.0351367,Asia/Kolkata,true,4346
Kingsley Beach,United States,Florida,29.9791293,-81.9956591,America/New_York,true,4347
Suzu,Japan,Chubu Region,37.438147,137.2484135,Asia/Tokyo,true,4348
Barraute,Canada,Quebec,48.4371572,-77.6382217,America/Toronto,true,4349
Muhr am See,Germany,Bavaria,49.1547344,10.7158823,Europe/Berlin,true,4350
Biscarrosse,France,Nouvelle-Aquitaine,44.3907065,-1.1609361,Europe/Paris,true,4351
Skelde,Denmark,Region of Southern Denmark,54.85359615,9.753985622650962,Europe/Copenhagen,true,4352
Rolesville,United States,North Carolina,35.9232862,-78.4573914,America/New_York,true,4353
,Maldives,South Huvadhu Atoll,0.30417835,73.21247455719056,Indian/Maldives,false
Bad Bentheim,Germany,Lower Saxony,52.3024786,7.1605921,Europe/Amsterdam,true,4354
Shanzu ward,Kenya,Mombasa County,-3.9803464,39.73153715227497,Africa/Nairobi,true,4355
Long Island,,,23.303,-75.10587821212229,America/Nassau,false
Hasli,Switzerland,Thurgau,47.5892573,9.0159781,Europe/Zurich,true,4356
Merligen,Switzerland,Bern,46.6964202,7.7386299,Europe/Zurich,true,4357
Leipzig,Germany,Saxony,51.3406321,12.3747329,Europe/Berlin,true,4358
El Congo,El Salvador,Departamento de Santa Ana,13.9053408,-89.4963892,America/El_Salvador,true,4359
,France,Nouvelle-Aquitaine,45.4039367,0.3756199,Europe/Paris,false
,Thailand,Prachuap Khiri Khan Province,12.0432669,99.7487235,Asia/Bangkok,false
Oak Harbor,United States,Washington,48.2931559,-122.643224,America/Los_Angeles,true,4360
Umatilla,United States,Oregon,45.6416995,-118.7671122,America/Los_Angeles,true,4361
Long Beach,United States,California,33.7690164,-118.191604,America/Los_Angeles,true,4362
San Luis,Colombia,Antioquia,6.0428128,-74.9944061,America/Bogota,true,4363
Zwevegem,Belgium,West Flanders,50.8128396,3.3331679,Europe/Brussels,true,4364
Presidente Intercontinental,Mexico,Quintana Roo,20.4644444,-86.9822222,America/Cancun,true,4365
Oldřichov u Duchcova,Czechia,Ústecký kraj,50.6349282,13.7546445,Europe/Prague,true,4366
Boo,Sweden,Stockholm County,59.3205986,18.2613337,Europe/Stockholm,true,4367
Malhiao,Philippines,Cebu,9.8828362,123.401433,Asia/Manila,true,4368
Ciboure,France,Nouvelle-Aquitaine,43.3844003,-1.6676238,Europe/Madrid,true,4369
Mücheln (Geiseltal),Germany,Saxony-Anhalt,51.3015933,11.8039044,Europe/Berlin,true,4370
San Marcos,United States,Texas,29.8826436,-97.9405828,America/Chicago,true,4371
Enrique Villanueva,Philippines,Siquijor,9.2762125,123.6471289,Asia/Manila,true,4372
Björkås,Sweden,Värmland County,59.3638383,13.4565283,Europe/Stockholm,true,4373
Paignton,United Kingdom,England,50.4377018,-3.5632704,Europe/London,true,4374
Chioggia,Italy,Veneto,45.218894,12.2785805,Europe/Rome,true,4375
New Richmond,Canada,Quebec,48.1651194,-65.8655584,America/Moncton,true,4376
North Star,United States,United States Virgin Islands,17.766449,-64.8190955,America/St_Thomas,true,4377
Songjeong-ri,South Korea,Pyeongchang-gun,37.6251666,128.5766269,Asia/Seoul,true,4378
Peyia,Cyprus,Cyprus,34.8835052,32.3803202,Asia/Nicosia,true,4379
St. Wolfgang im Salzkammergut,Austria,Salzburg,47.7221944,13.4864348,Europe/Vienna,true,4380
Sanda,Sweden,Blekinge County,56.1192251,15.6512392,Europe/Stockholm,true,4381
South Ellerton,United Kingdom,England,54.3726636,-1.6037656,Europe/London,true,4382
Carenage,Trinidad and Tobago,Diego Martin,10.6881668,-61.5928155,America/Port_of_Spain,true,4383
Wagenberg,Netherlands,North Brabant,51.6659781,4.7473229,Europe/Amsterdam,true,4384
Powidz,Poland,Greater Poland Voivodeship,52.4125881,17.9169686,Europe/Warsaw,true,4385
Portneuf,Canada,Quebec,46.9943379,-72.0055843,America/Toronto,true,4386
Thousand Island Park,United States,New York,44.2869911,-76.0277259,America/New_York,true,4387
Willman Bay,Honduras,Bay Islands,16.4513587,-85.9303581,America/Tegucigalpa,true,4388
Susami,Japan,Nishimuro County,33.5507649,135.4946824,Asia/Tokyo,true,4389
Gustavsberg,Sweden,Stockholm County,59.3256235,18.388514,Europe/Stockholm,true,4390
Fanning Springs,United States,Florida,29.5907915,-82.9292906,America/New_York,true,4391
Saint-Zotique,Canada,Quebec,45.2425481,-74.2477841,America/Toronto,true,4392
Bestwig,Germany,North Rhine-Westphalia,51.3609508,8.4005554,Europe/Berlin,true,4393
Colera,Spain,Catalonia,42.4036867,3.1489254,Europe/Paris,true,4394
Town of Westfield,United States,New York,42.32228,-79.578103,America/New_York,true,4395
Mokupa,Indonesia,North Sulawesi,1.4166138,124.7150431,Asia/Makassar,true,4396
Berlingen,Switzerland,Thurgau,47.6742604,9.0179057,Europe/Zurich,true,4397
Ansfelden,Austria,Upper Austria,48.2089934,14.2611843,Europe/Vienna,true,4398
Millrun,United States,Mississippi,32.3756343,-90.0089002,America/Chicago,true,4399
Grima,Norway,Vestland,60.9248554,4.846954280988026,Europe/Oslo,true,4400
Heiligen Gestade,Austria,Carinthia,46.6551885,13.9391632,Europe/Vienna,true,4401
Can Germà,Spain,Balearic Islands,39.0017448,1.3061357,Europe/Madrid,true,4402
Éclaron-Braucourt-Sainte-Livière,France,Grand Est,48.5697033,4.8301802781252245,Europe/Paris,true,4403
Joseph,United States,Oregon,45.3519668,-117.2312366,America/Los_Angeles,true,4404
Carleton-sur-Mer,Canada,Quebec,48.1014497,-66.114087,America/Moncton,true,4405
Saint-Barthélemy-d'Anjou,France,Pays de la Loire,47.4683081,-0.4932941,Europe/Paris,true,4406
Capestrano,Italy,Abruzzo,42.2675788,13.7686558,Europe/Rome,true,4407
Sattler,United States,Texas,29.8479969,-98.175566,America/Chicago,true,4408
Nový Klíčov,Czechia,Southwest,49.3815474,12.9661344,Europe/Berlin,true,4409
Chekka,Lebanon,North Governorate,34.3246764,35.741633004067246,Asia/Beirut,true,4410
Neo Chorio,Cyprus,Cyprus,35.0265386,32.3634406,Asia/Nicosia,true,4411
Madirokely,Madagascar,Diana Region,-13.3901945,48.2029989,Indian/Antananarivo,true,4412
Carwitz,Germany,Mecklenburg-Vorpommern,53.3020462,13.4384174,Europe/Berlin,true,4413
Kenora,Canada,Ontario,54.0245941,-89.1618188,America/Toronto,true,4414
Parede,Portugal,Lisbon,38.6932444,-9.355054025521003,Europe/Lisbon,true,4415
Ghobeiry,Lebanon,Mount Lebanon Governorate,33.8597545,35.5056707,Asia/Beirut,true,4416
,Tanzania,Pwani Region,-7.1160874,38.7300111,Africa/Dar_es_Salaam,false
Detroit,United States,Oregon,44.7349139,-122.1511929,America/Los_Angeles,true,4417
Valbrona,Italy,Lombardy,45.8810551,9.301631432732318,Europe/Rome,true,4418
Pointe-Verte,Canada,New Brunswick,47.8543586,-65.763776,America/Moncton,true,4419
Bale,Croatia,Istria County,45.041053,13.786641,Europe/Zagreb,true,4420
Wilhelminadorp,Netherlands,Zeeland,51.5301616,3.8972913,Europe/Amsterdam,true,4421
Kinondo ward,Kenya,Kwale,-4.3805644,39.490218384880286,Africa/Nairobi,true,4422
Spicewood,United States,Texas,30.4759222,-98.1566355,America/Chicago,true,4423
Krabbendijke,Netherlands,Zeeland,51.4305636,4.1116077,Europe/Amsterdam,true,4424
Szarłata,Poland,Pomeranian Voivodeship,54.3858006,18.2173553,Europe/Warsaw,true,4425
Leidschendam,Netherlands,South Holland,52.0861654,4.3946774,Europe/Amsterdam,true,4426
Albion,United States,California,39.2235117,-123.7686251,America/Los_Angeles,true,4427
Tamiahua,Mexico,Veracruz,21.278056,-97.445556,America/Mexico_City,true,4428
Laconia,United States,New Hampshire,43.5278546,-71.470351,America/New_York,true,4429
Spot Bay,Cayman Islands,Sister Islands,19.7547148,-79.746753,America/Cayman,true,4430
Carrick Castle,United Kingdom,Scotland,56.1085281,-4.9068527,Europe/London,true,4431
Notre-Dame-du-Laus,Canada,Quebec,46.0899,-75.62439,America/Toronto,true,4432
Port Townsend,United States,Washington,48.1179702,-122.769544,America/Los_Angeles,true,4433
Carmel,United States,New York,41.4266361,-73.6788272,America/New_York,true,4434
Regis-Breitingen,Germany,Saxony,51.0889296,12.4396124,Europe/Berlin,true,4435
Lychen,Germany,Brandenburg,53.2083284,13.3164795,Europe/Berlin,true,4436
Kirkby Lonsdale,United Kingdom,England,54.2018452,-2.5967366,Europe/London,true,4437
Vroutsis,Greece,Aegean,36.7984776,25.8190795,Europe/Athens,true,4438
Fort Ross,United States,California,38.5140796,-123.2436186,America/Los_Angeles,true,4439
Inver Grove Heights,United States,Minnesota,44.8479039,-93.0428119,America/Chicago,true,4440
Sopieszyno,Poland,Pomeranian Voivodeship,54.54819,18.2296405,Europe/Warsaw,true,4441
Pebbly Beach,United States,California,33.3349066,-118.311708,America/Los_Angeles,true,4442
Kirchberg,Germany,Saxony,50.6227114,12.5261199,Europe/Berlin,true,4443
Blanes,Spain,Catalonia,41.6756178,2.7932391,Europe/Madrid,true,4444
Mošćenice,Croatia,Primorje-Gorski Kotar County,45.2266799,14.2487372,Europe/Zagreb,true,4445
Washington Township,United States,Pennsylvania,40.38837925,-75.61276598407446,America/New_York,true,4446
Χωρα,Greece,Aegean,36.8315184,25.8986077,Europe/Athens,true,4447
Gaspé,Canada,Quebec,48.6146774,-66.066572550089,America/Toronto,true,4448
Punta Prosciutto,Italy,Apulia,40.2945196,17.7660871,Europe/Rome,true,4449
Raleigh,Canada,Newfoundland and Labrador,51.5626226,-55.73245812849636,America/St_Johns,true,4450
ses Illetes,Spain,Balearic Islands,39.5378737,2.5909677,Europe/Madrid,true,4451
Emmeloord,Netherlands,Flevoland,52.7091058,5.7477459,Europe/Amsterdam,true,4452
Palm Beach,United States,Florida,26.6279798,-80.4494174,America/New_York,true,4453
Corral del Risco,Mexico,Nayarit,20.7728745,-105.5179312,America/Mexico_City,true,4454
St. John's,Antigua and Barbuda,Antigua,17.1184569,-61.8448509,America/Antigua,true,4455
Cabocan,Cape Verde,Sal,16.6140275,-22.9231513,Atlantic/Cape_Verde,true,4456
St. Clair,Canada,Ontario,43.6879512,-79.3936947,America/Toronto,true,4457
Győrújfalu,Hungary,Western Transdanubia,47.7211947,17.6081756,Europe/Budapest,true,4458
Melide,Switzerland,Ticino,45.9544353,8.9476217,Europe/Rome,true,4459
Feketeerdő,Hungary,Western Transdanubia,47.9356591,17.2787127,Europe/Budapest,true,4460
Ettenheim,Germany,Baden-Württemberg,48.2545659,7.8080276,Europe/Paris,true,4461
Chamagnieu,France,Auvergne-Rhône-Alpes,45.6807975,5.1696211,Europe/Paris,true,4462
Mechelinki,Poland,Pomeranian Voivodeship,54.6094541,18.5114853,Europe/Warsaw,true,4463
Georgetown,United States,Texas,30.6370152,-97.6775634,America/Chicago,true,4464
Oranjestad,,,12.5268736,-70.0356845,America/Aruba,false
Stäfa,Switzerland,Zurich,47.2413349,8.7348747,Europe/Zurich,true,4465
Neukirchen,Germany,Schleswig-Holstein,54.8687122,8.7339915,Europe/Copenhagen,true,4466
Torret de Baix,Spain,Balearic Islands,39.8154976,4.252882,Europe/Madrid,true,4467
Güzelbahçe,Turkey,Aegean Region,38.357797,26.8882993,Europe/Istanbul,true,4468
Thorn,,,51.1611211,5.8403012,Europe/Berlin,false
Weston,United Kingdom,England,51.3471927,-2.9778916,Europe/London,true,4469
Blanco,United States,Texas,30.2419274,-98.4004594,America/Chicago,true,4470
Upper Grand Lagoon,United States,Florida,30.1609017,-85.7442078,America/Chicago,true,4471
Germering,Germany,Bavaria,48.1340035,11.3657306,Europe/Berlin,true,4472
Çifteler,Turkey,Central Anatolia Region,39.3757408,31.0378663,Europe/Istanbul,true,4473
Meillerie,France,Auvergne-Rhône-Alpes,46.4072614,6.7196,Europe/Zurich,true,4474
Oberägeri,Switzerland,Zug,47.1347395,8.6132732,Europe/Zurich,true,4475
Huntsville,Canada,Ontario,45.3263919,-79.218434,America/Toronto,true,4476
,United States,Wyoming,43.1700264,-107.568534,America/Denver,false
Błaskowizna,Poland,Podlaskie Voivodeship,54.2463134,22.803217,Europe/Warsaw,true,4477
Cervo,Italy,Liguria,43.9257729,8.1151521,Europe/Rome,true,4478
Hoogeveen,Netherlands,Drenthe,52.7264258,6.49308148854467,Europe/Amsterdam,true,4479
Ashton,United States,Idaho,44.071581,-111.448288,America/Boise,true,4480
Tha Khlong Town Municipality,Thailand,Pathum Thani Province,14.0893501,100.6183102,Asia/Bangkok,true,4481
Hiouchi,United States,California,41.7926137,-124.0720219,America/Los_Angeles,true,4482
Sarnia,Canada,Ontario,42.9743821,-82.403533,America/Toronto,true,4483
Steina,Germany,Saxony,51.1974312,14.0611978,Europe/Berlin,true,4484
Crescent City,United States,California,41.85280485,-124.1499051725403,America/Los_Angeles,true,4485
Wittstock/Dosse,Germany,Brandenburg,53.162999,12.4868962,Europe/Berlin,true,4486
Municipal Unit of Meliteieis,Greece,"Peloponnese, Western Greece and the Ionian",39.48394645,19.894153980230357,Europe/Athens,true,4487
West Lulworth,United Kingdom,England,50.634207599999996,-2.248653888209868,Europe/London,true,4488
Chertsey,Canada,Quebec,46.0727975,-73.8886371,America/Toronto,true,4489
Town of Malone,United States,New York,44.84881,-74.295044,America/New_York,true,4490
Morciano di Leuca,Italy,Apulia,39.847818,18.312432,Europe/Rome,true,4491
Lopez Village,United States,Washington,48.5237118,-122.9146229,America/Los_Angeles,true,4492
Nusu,Indonesia,North Sulawesi,1.5448481,125.29343,Asia/Makassar,true,4493
Dwingeloo,Netherlands,Drenthe,52.8333073,6.3669053,Europe/Amsterdam,true,4494
Sakata,Japan,998-0043,38.9147229,139.8364101,Asia/Tokyo,true,4495
Budakalász,Hungary,Central Hungary,47.6192785,19.0468565,Europe/Budapest,true,4496
Mico,United States,Texas,29.5441184,-98.923085,America/Chicago,true,4497
Cawsand,United Kingdom,England,50.3323268,-4.2027534,Europe/London,true,4498
Paradiso,Switzerland,Ticino,45.9897313,8.9461979,Europe/Rome,true,4499
Yeosu-si,South Korea,59674,34.7546257,127.659859,Asia/Seoul,true,4500
Bakkejorda,Norway,Troms og Finnmark,68.6544087,17.2333962,Europe/Oslo,true,4501
Les Escoumins,Canada,Quebec,48.34621,-69.404068,America/Toronto,true,4502
,Bahrain,Northern Governorate,26.1551249,50.5344606,Asia/Bahrain,false
Markranstädt,Germany,Saxony,51.3026177,12.2204644,Europe/Berlin,true,4503
Agios Ioannis Trypitis,Greece,Aegean,36.9845423,25.1751332,Europe/Athens,true,4504
Wola Maradzka,Poland,Warmian-Masurian Voivodeship,53.788727,21.1711056,Europe/Warsaw,true,4505
Rosario Beach,United States,Washington,48.4196749,-122.6640171,America/Los_Angeles,true,4506
Steilacoom,United States,Washington,47.1703692,-122.596287,America/Los_Angeles,true,4507
Skålhol,Sweden,Dalarna County,60.6332112,14.8678838,Europe/Stockholm,true,4508
Casa Borgorosso,Italy,Calabria,38.4832683,16.5673932,Europe/Rome,true,4509
Monasterace Marina,Italy,Calabria,38.4346588,16.5726962,Europe/Rome,true,4510
Loppi,Finland,Mainland Finland,60.7173615,24.4414178,Europe/Helsinki,true,4511
Skala Marion,Greece,Macedonia and Thrace,40.6419962,24.5152615,Europe/Athens,true,4512
Maizuru,Japan,625-0087,35.4704853,135.34844,Asia/Tokyo,true,4513
West Pentire,United Kingdom,England,50.4034329,-5.1303827,Europe/London,true,4514
Weatherford,United States,Texas,32.7589648,-97.7970748,America/Chicago,true,4515
Cabo Frailes,Mexico,Baja California Sur,23.3765667,-109.4345497,America/Mazatlan,true,4516
Dongwe,Tanzania,Zanzibar South & Central,-6.1911817,39.5317428,Africa/Dar_es_Salaam,true,4517
Kehl,Germany,Baden-Württemberg,48.5728929,7.8109768,Europe/Paris,true,4518
Linganagar,,,8.5832701,81.215877,Asia/Colombo,false
,Cuba,Sancti Spiritus,21.7322483,-79.62330349686954,America/Havana,false
San Francisco,Philippines,Cebu,10.6459183,124.3817679,Asia/Manila,true,4519
Indian Harbour,Canada,Nova Scotia,44.5130547,-63.9344478,America/Halifax,true,4520
Drouseia,Cyprus,Cyprus,34.9622569,32.3986455,Asia/Nicosia,true,4521
Satterthwaite,United Kingdom,England,54.322477,-3.0193536,Europe/London,true,4522
Pleurtuit,France,Brittany,48.5815,-2.05912,Europe/Paris,true,4523
Cornești,Romania,Mureș,46.2931514,24.2115056,Europe/Bucharest,true,4524
Littleton,United States,New Hampshire,44.3063899,-71.7710705,America/New_York,true,4525
Cottrell's Cove,Canada,Newfoundland and Labrador,49.492215,-55.28183,America/St_Johns,true,4526
Sandycove,Ireland,Leinster,53.2859485,-6.1155829,Europe/Dublin,true,4527
Butler Bay,United States,United States Virgin Islands,17.7500541,-64.8896642,America/St_Thomas,true,4528
Pomer,Croatia,Istria County,44.823321,13.8957804,Europe/Zagreb,true,4529
,United Arab Emirates,Abu Dhabi Emirate,24.0002488,53.9994829,Asia/Dubai,false
Poortvliet,Netherlands,Zeeland,51.544873,4.1439401,Europe/Amsterdam,true,4530
Heilbronn,Germany,Baden-Württemberg,49.142291,9.218655,Europe/Berlin,true,4531
Verbizh,Ukraine,Lviv Oblast,49.5455017,23.8940112,Europe/Kyiv,true,4532
Dutch John,United States,Utah,40.9295478,-109.391282,America/Denver,true,4533
Nain,Indonesia,North Sulawesi,1.7829076,124.7891136,Asia/Makassar,true,4534
Vassdalen - Áravuopmi,Norway,Nordland,68.5579633,17.7223768,Europe/Oslo,true,4535
Salmon Cove,Canada,Newfoundland and Labrador,47.7847121,-53.1623647,America/St_Johns,true,4536
Gemeinde Pölla,Austria,Lower Austria,48.62855545,15.378186071710527,Europe/Vienna,true,4537
Puerto Barrios,Guatemala,Izabal,15.7275154,-88.5952506,America/Guatemala,true,4538
Napa,United States,California,38.2971367,-122.2855293,America/Los_Angeles,true,4539
Mound,United States,Minnesota,44.9366295,-93.6660719,America/Chicago,true,4540
Papudo,Chile,Valparaiso Region,-32.50759,-71.4459354,America/Santiago,true,4541
Dinkelscherben,Germany,Bavaria,48.3492317,10.5893034,Europe/Berlin,true,4542
Mokrýšov,Czechia,Northeast,49.8294466,15.9373144,Europe/Prague,true,4543
Nassereith,Austria,Bezirk Imst,47.3147862,10.8378637,Europe/Berlin,true,4544
Area A (Malaspina/Toba),Canada,British Columbia,50.31734465,-124.46453167002976,America/Vancouver,true,4545
Glowe,Germany,Mecklenburg-Vorpommern,54.5698783,13.4712685,Europe/Berlin,true,4546
Sibyeon-ri,South Korea,Yangyang-gun,37.97832,128.75775,Asia/Seoul,true,4547
Midland,Canada,Ontario,44.750147,-79.885712,America/Toronto,true,4548
Morro Bay,United States,California,35.3658075,-120.849901,America/Los_Angeles,true,4549
Dana Point,United States,California,33.4669721,-117.6981075,America/Los_Angeles,true,4550
Sagone,France,Corsica,42.1161318,8.6964943,Europe/Paris,true,4551
Point Edward,Canada,Ontario,42.997903,-82.4132944,America/Toronto,true,4552
Pidhirtsi,Ukraine,Kyiv Oblast,50.2461998,30.5539871,Europe/Kyiv,true,4553
Vicksburg,United States,Colorado,38.9991602,-106.3778026,America/Denver,true,4554
Paradise,United States,Nevada,36.1011223,-115.1479329,America/Los_Angeles,true,4555
El Progreso,Ecuador,Galápagos,-0.9078448,-89.5579095,Pacific/Galapagos,true,4556
Anafonitria,Greece,"Peloponnese, Western Greece and the Ionian",37.8471635,20.6510242,Europe/Athens,true,4557
Chora,Greece,Aegean,37.7034623,26.904534,Europe/Istanbul,true,4558
